Class_ID,Class_Name,Expert_ID,Expert_Name,S_P,S_R,S_F1,S_Conf,S_Ent,S_Eng,T_P,T_R,T_F1,T_Conf,T_Ent,T_Eng
2,ddos,1,Spec_Group1,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-6.75
2,ddos,2,Spec_Group2,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.17
2,ddos,3,Spec_Group3,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.30
2,ddos,4,Spec_Group4,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.22
2,ddos,5,Spec_Rand1,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-7.11
2,ddos,6,Spec_Rand2,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-7.21
2,ddos,7,Spec_Rand3,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-7.47
2,ddos,8,Spec_Rand4,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.98,0.03,-5.73
2,ddos,9,Spec_Rand5,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.84,0.12,-5.31
3,dos-goldeneye,0,Global_Router,0.99,1.00,1.00,0.99,0.01,-6.96,0.99,1.00,1.00,0.99,0.01,-6.96
3,dos-goldeneye,1,Spec_Group1,-,-,-,-,-,-,0.99,1.00,1.00,0.99,0.01,-6.44
3,dos-goldeneye,2,Spec_Group2,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.17
3,dos-goldeneye,3,Spec_Group3,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.97,0.03,-5.02
3,dos-goldeneye,4,Spec_Group4,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.32
3,dos-goldeneye,5,Spec_Rand1,-,-,-,-,-,-,0.11,1.00,0.20,1.00,0.01,-6.83
3,dos-goldeneye,6,Spec_Rand2,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.91,0.11,-3.03
3,dos-goldeneye,7,Spec_Rand3,-,-,-,-,-,-,1.00,1.00,1.00,0.99,0.01,-7.09
3,dos-goldeneye,8,Spec_Rand4,-,-,-,-,-,-,0.09,1.00,0.17,1.00,0.01,-6.80
3,dos-goldeneye,9,Spec_Rand5,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.99,0.01,-4.43
4,dos-hulk,0,Global_Router,1.00,1.00,1.00,1.00,0.00,-7.06,1.00,1.00,1.00,1.00,0.00,-7.06
4,dos-hulk,1,Spec_Group1,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-6.27
4,dos-hulk,2,Spec_Group2,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.17
4,dos-hulk,3,Spec_Group3,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.98,0.02,-5.21
4,dos-hulk,4,Spec_Group4,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.19
4,dos-hulk,5,Spec_Rand1,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.69,0.36,-1.36
4,dos-hulk,6,Spec_Rand2,-,-,-,-,-,-,0.97,1.00,0.99,1.00,0.00,-6.85
4,dos-hulk,7,Spec_Rand3,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-7.06
4,dos-hulk,8,Spec_Rand4,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.86,0.18,-2.69
4,dos-hulk,9,Spec_Rand5,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.99,0.02,-4.57
5,dos-slowhttptest,0,Global_Router,0.99,0.99,0.99,0.98,0.03,-5.74,0.99,0.99,0.99,0.98,0.03,-5.74
5,dos-slowhttptest,1,Spec_Group1,-,-,-,-,-,-,0.98,0.99,0.99,0.98,0.03,-5.22
5,dos-slowhttptest,2,Spec_Group2,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.17
5,dos-slowhttptest,3,Spec_Group3,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.98,0.02,-5.54
5,dos-slowhttptest,4,Spec_Group4,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.02
5,dos-slowhttptest,5,Spec_Rand1,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.86,0.17,-3.26
5,dos-slowhttptest,6,Spec_Rand2,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.97,0.04,-5.30
5,dos-slowhttptest,7,Spec_Rand3,-,-,-,-,-,-,0.98,0.99,0.98,0.98,0.03,-5.77
5,dos-slowhttptest,8,Spec_Rand4,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.90,0.13,-3.72
5,dos-slowhttptest,9,Spec_Rand5,-,-,-,-,-,-,0.53,0.99,0.69,0.99,0.02,-4.86
6,dos-slowloris,0,Global_Router,1.00,1.00,1.00,0.99,0.02,-6.59,1.00,1.00,1.00,0.99,0.02,-6.59
6,dos-slowloris,1,Spec_Group1,-,-,-,-,-,-,0.99,0.99,0.99,0.99,0.02,-5.98
6,dos-slowloris,2,Spec_Group2,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.17
6,dos-slowloris,3,Spec_Group3,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.99,0.02,-5.55
6,dos-slowloris,4,Spec_Group4,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.24
6,dos-slowloris,5,Spec_Rand1,-,-,-,-,-,-,0.38,1.00,0.55,1.00,0.01,-6.89
6,dos-slowloris,6,Spec_Rand2,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.98,0.03,-5.44
6,dos-slowloris,7,Spec_Rand3,-,-,-,-,-,-,1.00,0.99,0.99,0.99,0.02,-6.55
6,dos-slowloris,8,Spec_Rand4,-,-,-,-,-,-,0.76,0.99,0.86,1.00,0.01,-6.83
6,dos-slowloris,9,Spec_Rand5,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.88,0.11,-3.30
7,ftp-patator,0,Global_Router,1.00,1.00,1.00,1.00,0.00,-7.30,1.00,1.00,1.00,1.00,0.00,-7.30
7,ftp-patator,1,Spec_Group1,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.95,0.06,-4.66
7,ftp-patator,2,Spec_Group2,-,-,-,-,-,-,0.98,1.00,0.99,1.00,0.00,-5.48
7,ftp-patator,3,Spec_Group3,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.29
7,ftp-patator,4,Spec_Group4,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.29
7,ftp-patator,5,Spec_Rand1,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-6.81
7,ftp-patator,6,Spec_Rand2,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-7.03
7,ftp-patator,7,Spec_Rand3,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-7.31
7,ftp-patator,8,Spec_Rand4,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.85,0.09,-4.72
7,ftp-patator,9,Spec_Rand5,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.95,0.06,-3.66
8,heartbleed,0,Global_Router,1.00,0.50,0.67,0.62,0.29,-2.65,1.00,0.50,0.67,0.62,0.29,-2.65
8,heartbleed,1,Spec_Group1,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.63
8,heartbleed,2,Spec_Group2,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.17
8,heartbleed,3,Spec_Group3,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.24
8,heartbleed,4,Spec_Group4,-,-,-,-,-,-,1.00,1.00,1.00,0.88,0.12,-2.08
8,heartbleed,5,Spec_Rand1,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-5.56
8,heartbleed,6,Spec_Rand2,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.12
8,heartbleed,7,Spec_Rand3,-,-,-,-,-,-,1.00,1.00,1.00,0.96,0.07,-4.04
8,heartbleed,8,Spec_Rand4,-,-,-,-,-,-,1.00,1.00,1.00,0.87,0.14,-3.85
8,heartbleed,9,Spec_Rand5,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-4.81
9,infiltration,0,Global_Router,1.00,0.43,0.60,0.97,0.04,-6.58,1.00,0.43,0.60,0.97,0.04,-6.58
9,infiltration,1,Spec_Group1,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.56
9,infiltration,2,Spec_Group2,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.17
9,infiltration,3,Spec_Group3,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.01,-5.47
9,infiltration,4,Spec_Group4,-,-,-,-,-,-,1.00,0.43,0.60,0.89,0.09,-4.16
9,infiltration,5,Spec_Rand1,-,-,-,-,-,-,1.00,0.43,0.60,0.87,0.09,-5.50
9,infiltration,6,Spec_Rand2,-,-,-,-,-,-,1.00,0.43,0.60,0.92,0.06,-6.69
9,infiltration,7,Spec_Rand3,-,-,-,-,-,-,1.00,0.57,0.73,0.93,0.06,-7.04
9,infiltration,8,Spec_Rand4,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.99,0.01,-6.21
9,infiltration,9,Spec_Rand5,-,-,-,-,-,-,1.00,0.29,0.44,0.88,0.09,-5.26
10,portscan,0,Global_Router,0.99,1.00,1.00,0.99,0.01,-6.44,0.99,1.00,1.00,0.99,0.01,-6.44
10,portscan,1,Spec_Group1,-,-,-,-,-,-,0.99,1.00,1.00,0.99,0.01,-5.62
10,portscan,2,Spec_Group2,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.13
10,portscan,3,Spec_Group3,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.40
10,portscan,4,Spec_Group4,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-5.64
10,portscan,5,Spec_Rand1,-,-,-,-,-,-,0.98,1.00,0.99,0.99,0.01,-6.02
10,portscan,6,Spec_Rand2,-,-,-,-,-,-,0.99,1.00,1.00,0.99,0.01,-6.16
10,portscan,7,Spec_Rand3,-,-,-,-,-,-,0.99,1.00,1.00,0.99,0.01,-6.45
10,portscan,8,Spec_Rand4,-,-,-,-,-,-,0.65,1.00,0.79,0.99,0.01,-5.98
10,portscan,9,Spec_Rand5,-,-,-,-,-,-,0.71,1.00,0.83,0.99,0.01,-5.24
11,ssh-patator,0,Global_Router,1.00,1.00,1.00,1.00,0.00,-7.78,1.00,1.00,1.00,1.00,0.00,-7.78
11,ssh-patator,1,Spec_Group1,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-5.48
11,ssh-patator,2,Spec_Group2,-,-,-,-,-,-,0.98,1.00,0.99,1.00,0.00,-5.52
11,ssh-patator,3,Spec_Group3,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.99,0.01,-3.27
11,ssh-patator,4,Spec_Group4,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.35
11,ssh-patator,5,Spec_Rand1,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.99,0.01,-5.31
11,ssh-patator,6,Spec_Rand2,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.01,-7.37
11,ssh-patator,7,Spec_Rand3,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-7.77
11,ssh-patator,8,Spec_Rand4,-,-,-,-,-,-,0.81,1.00,0.90,1.00,0.00,-7.03
11,ssh-patator,9,Spec_Rand5,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-6.20
12,web-attack-�-brute-force,0,Global_Router,0.72,0.95,0.82,0.74,0.22,-5.25,0.72,0.95,0.82,0.74,0.22,-5.25
12,web-attack-�-brute-force,1,Spec_Group1,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.66,0.26,-3.43
12,web-attack-�-brute-force,2,Spec_Group2,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.17
12,web-attack-�-brute-force,3,Spec_Group3,-,-,-,-,-,-,0.67,0.93,0.78,0.76,0.18,-2.55
12,web-attack-�-brute-force,4,Spec_Group4,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-5.32
12,web-attack-�-brute-force,5,Spec_Rand1,-,-,-,-,-,-,0.18,0.98,0.30,0.74,0.21,-4.77
12,web-attack-�-brute-force,6,Spec_Rand2,-,-,-,-,-,-,0.70,0.95,0.81,0.74,0.21,-4.81
12,web-attack-�-brute-force,7,Spec_Rand3,-,-,-,-,-,-,0.73,0.94,0.82,0.74,0.22,-5.23
12,web-attack-�-brute-force,8,Spec_Rand4,-,-,-,-,-,-,0.69,0.97,0.81,0.74,0.21,-4.17
12,web-attack-�-brute-force,9,Spec_Rand5,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.65,0.25,-2.87
13,web-attack-�-sql-injection,0,Global_Router,0.00,0.00,0.00,0.87,0.15,-3.88,0.00,0.00,0.00,0.87,0.15,-3.88
13,web-attack-�-sql-injection,1,Spec_Group1,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.98,0.04,-4.29
13,web-attack-�-sql-injection,2,Spec_Group2,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.17
13,web-attack-�-sql-injection,3,Spec_Group3,-,-,-,-,-,-,0.00,0.00,0.00,0.94,0.09,-2.17
13,web-attack-�-sql-injection,4,Spec_Group4,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.27
13,web-attack-�-sql-injection,5,Spec_Rand1,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.96,0.08,-4.42
13,web-attack-�-sql-injection,6,Spec_Rand2,-,-,-,-,-,-,0.00,0.00,0.00,0.87,0.13,-3.70
13,web-attack-�-sql-injection,7,Spec_Rand3,-,-,-,-,-,-,0.00,0.00,0.00,0.88,0.16,-3.60
13,web-attack-�-sql-injection,8,Spec_Rand4,-,-,-,-,-,-,0.00,0.00,0.00,0.91,0.14,-3.30
13,web-attack-�-sql-injection,9,Spec_Rand5,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.90,0.09,-3.35
14,web-attack-�-xss,0,Global_Router,0.59,0.15,0.23,0.66,0.26,-4.98,0.59,0.15,0.23,0.66,0.26,-4.98
14,web-attack-�-xss,1,Spec_Group1,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.62,0.28,-3.44
14,web-attack-�-xss,2,Spec_Group2,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.17
14,web-attack-�-xss,3,Spec_Group3,-,-,-,-,-,-,0.04,0.15,0.06,0.67,0.23,-2.23
14,web-attack-�-xss,4,Spec_Group4,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-5.23
14,web-attack-�-xss,5,Spec_Rand1,-,-,-,-,-,-,0.05,0.12,0.07,0.66,0.25,-4.34
14,web-attack-�-xss,6,Spec_Rand2,-,-,-,-,-,-,0.45,0.14,0.21,0.67,0.25,-4.52
14,web-attack-�-xss,7,Spec_Rand3,-,-,-,-,-,-,0.56,0.17,0.26,0.66,0.26,-4.94
14,web-attack-�-xss,8,Spec_Rand4,-,-,-,-,-,-,0.04,0.11,0.06,0.65,0.25,-3.84
14,web-attack-�-xss,9,Spec_Rand5,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.63,0.25,-3.10
