id,title,published,updated
http://arxiv.org/abs/2606.05441v2,GOTabPFN: From Feature Ordering to Compact Tokenization for Tabular Foundation Models on High-Dimensional Data,2026-06-03T21:03:33Z,2026-06-07T02:08:53Z
http://arxiv.org/abs/2606.07345v1,TabSwift: An Efficient Tabular Foundation Model with Row-Wise Attention,2026-06-05T14:55:30Z,2026-06-05T14:55:30Z
http://arxiv.org/abs/2606.04485v2,LimiX-2M: Mitigating Low-Rank Collapse and Attention Bottlenecks in Tabular Foundation Models,2026-06-03T06:07:33Z,2026-06-04T07:27:03Z
http://arxiv.org/abs/2603.14324v5,Learning-to-Defer with Expert-Conditional Advice,2026-03-15T10:52:58Z,2026-05-29T07:46:48Z
http://arxiv.org/abs/2605.13986v2,TabPFN-3: Technical Report,2026-05-13T18:01:43Z,2026-05-28T17:22:15Z
http://arxiv.org/abs/2605.27254v1,LUCoS: Latent Unsupervised Context Selection for Tabular Foundation Models,2026-05-26T16:31:39Z,2026-05-26T16:31:39Z
http://arxiv.org/abs/2512.21602v3,An Empirical Study of Machine Learning Robustness and Scalability for Imbalanced Tabular Clinical Data in Emergency and Critical Care,2025-12-25T09:49:48Z,2026-05-25T18:29:32Z
http://arxiv.org/abs/2605.22892v2,Is TabPFN the Silver Bullet for Insurance Pricing?,2026-05-21T13:59:06Z,2026-05-25T06:27:59Z
http://arxiv.org/abs/2605.04363v2,Mitigating Label Shift in Tabular In-Context Learning via Test-Time Posterior Adjustment,2026-05-06T00:01:47Z,2026-05-24T03:30:57Z
http://arxiv.org/abs/2605.21742v1,Correcting Class Imbalance in Prior-Data Fitted Networks for Tabular Classification,2026-05-20T21:10:54Z,2026-05-20T21:10:54Z
http://arxiv.org/abs/2605.18635v1,Data Presentation Over Architecture: Resampling Strategies for Credit Risk Prediction with Tabular Foundation Models,2026-05-18T16:43:15Z,2026-05-18T16:43:15Z
http://arxiv.org/abs/2605.20234v1,TabPFN-MT: A Natively Multitask In-Context Learner for Tabular Data,2026-05-16T15:02:03Z,2026-05-16T15:02:03Z
http://arxiv.org/abs/2605.10896v2,"V4FinBench: Benchmarking Tabular Foundation Models, LLMs, and Standard Methods on Corporate Bankruptcy Prediction",2026-05-11T17:38:17Z,2026-05-13T09:13:40Z
http://arxiv.org/abs/2505.11325v4,Uncertainty Quantification for Prior-Data Fitted Networks using Martingale Posteriors,2025-05-16T14:47:43Z,2026-05-08T12:28:30Z
http://arxiv.org/abs/2604.20255v1,uLEAD-TabPFN: Uncertainty-aware Dependency-based Anomaly Detection with TabPFN,2026-04-22T07:04:08Z,2026-04-22T07:04:08Z
http://arxiv.org/abs/2604.16123v2,Tabular foundation models for in-context prediction of molecular properties,2026-04-17T14:58:43Z,2026-04-20T09:23:14Z
http://arxiv.org/abs/2604.11394v1,Optimizing IoT Intrusion Detection with Tabular Foundation Models for Smart City Forensics,2026-04-13T12:38:42Z,2026-04-13T12:38:42Z
http://arxiv.org/abs/2510.06162v2,TabPFN-Wide: Continued Pre-Training for Extreme Feature Counts,2025-10-07T17:28:49Z,2026-03-29T15:04:23Z
http://arxiv.org/abs/2503.11842v2,Test-Time Training Provably Improves Transformers as In-context Learners,2025-03-14T20:06:37Z,2026-02-21T17:40:42Z
http://arxiv.org/abs/2602.17144v1,When More Experts Hurt: Underfitting in Multi-Expert Learning to Defer,2026-02-19T07:45:18Z,2026-02-19T07:45:18Z
http://arxiv.org/abs/2511.08667v2,TabPFN-2.5: Advancing the State of the Art in Tabular Foundation Models,2025-11-11T18:57:15Z,2026-02-05T00:17:10Z
http://arxiv.org/abs/2501.02945v4,From Tables to Time: Extending TabPFN-v2 to Time Series Forecasting,2025-01-06T11:38:19Z,2026-01-26T20:04:45Z
http://arxiv.org/abs/2410.18164v3,TabDPT: Scaling Tabular Foundation Models on Real Data,2024-10-23T18:00:00Z,2026-01-17T00:50:55Z
http://arxiv.org/abs/2601.09654v1,Exploring Fine-Tuning for Tabular Foundation Models,2026-01-14T17:40:46Z,2026-01-14T17:40:46Z
http://arxiv.org/abs/2601.07305v1,Memory-Based Malware Detection under Limited Data Conditions: A Comparative Evaluation of TabPFN and Ensemble Models,2026-01-12T08:28:58Z,2026-01-12T08:28:58Z
http://arxiv.org/abs/2502.06684v4,EquiTabPFN: A Target-Permutation Equivariant Prior Fitted Networks,2025-02-10T17:11:20Z,2026-01-07T10:17:03Z
http://arxiv.org/abs/2506.20650v2,Mastering Multiple-Expert Routing: Realizable $H$-Consistency and Strong Guarantees for Learning to Defer,2025-06-25T17:48:58Z,2025-12-29T02:51:41Z
http://arxiv.org/abs/2512.11668v1,Bridging Streaming Continual Learning via In-Context Large Tabular Models,2025-12-12T15:47:26Z,2025-12-12T15:47:26Z
http://arxiv.org/abs/2511.02802v3,TabTune: A Unified Library for Inference and Fine-Tuning Tabular Foundation Models,2025-11-04T18:25:17Z,2025-12-02T18:48:39Z
http://arxiv.org/abs/2505.20003v2,TabPFN: One Model to Rule Them All?,2025-05-26T13:55:29Z,2025-11-27T04:39:49Z
http://arxiv.org/abs/2506.16791v4,TabArena: A Living Benchmark for Machine Learning on Tabular Data,2025-06-20T07:14:48Z,2025-11-03T18:47:03Z
http://arxiv.org/abs/2505.18125v2,TabSTAR: A Tabular Foundation Model for Tabular Data with Text Fields,2025-05-23T17:34:28Z,2025-10-29T22:07:41Z
http://arxiv.org/abs/2509.00326v2,Chunked TabPFN: Exact Training-Free In-Context Learning for Long-Context Tabular Data,2025-08-30T02:57:01Z,2025-09-16T22:27:26Z
http://arxiv.org/abs/2509.11449v1,Tabular Data with Class Imbalance: Predicting Electric Vehicle Crash Severity with Pretrained Transformers (TabPFN) and Mamba-Based Models,2025-09-14T21:46:17Z,2025-09-14T21:46:17Z
http://arxiv.org/abs/2501.16825v2,Can Transformers Learn Full Bayesian Inference in Context?,2025-01-28T10:04:53Z,2025-08-07T09:11:57Z
http://arxiv.org/abs/2507.03971v1,Real-TabPFN: Improving Tabular Foundation Models via Continued Pre-training With Real-World Data,2025-07-05T09:39:07Z,2025-07-05T09:39:07Z
http://arxiv.org/abs/2506.08982v2,On Finetuning Tabular Foundation Models,2025-06-10T16:52:31Z,2025-06-11T09:47:49Z
http://arxiv.org/abs/2502.17361v2,A Closer Look at TabPFN v2: Understanding Its Strengths and Extending Its Capabilities,2025-02-24T17:38:42Z,2025-06-11T04:51:44Z
http://arxiv.org/abs/2506.05584v1,TabFlex: Scaling Tabular Learning to Millions with Linear Attention,2025-06-05T20:59:33Z,2025-06-05T20:59:33Z
http://arxiv.org/abs/2502.05564v2,TabICL: A Tabular Foundation Model for In-Context Learning on Large Data,2025-02-08T13:25:04Z,2025-05-24T08:05:47Z
http://arxiv.org/abs/2505.16226v1,Realistic Evaluation of TabPFN v2 in Open Environments,2025-05-22T04:55:01Z,2025-05-22T04:55:01Z
http://arxiv.org/abs/2312.08598v2,MotherNet: Fast Training and Inference via Hyper-Network Transformers,2023-12-14T01:48:58Z,2025-05-09T16:02:18Z
http://arxiv.org/abs/2504.16109v1,Representation Learning for Tabular Data: A Comprehensive Survey,2025-04-17T17:58:23Z,2025-04-17T17:58:23Z
http://arxiv.org/abs/2503.01256v1,Prior-Fitted Networks Scale to Larger Datasets When Treated as Weak Learners,2025-03-03T07:31:40Z,2025-03-03T07:31:40Z
http://arxiv.org/abs/2502.08978v1,What exactly has TabPFN learned to do?,2025-02-13T05:28:29Z,2025-02-13T05:28:29Z
http://arxiv.org/abs/2502.03147v1,Scalable In-Context Learning on Tabular Data via Retrieval-Augmented Large Language Models,2025-02-05T13:16:41Z,2025-02-05T13:16:41Z
http://arxiv.org/abs/2502.02527v1,TabPFN Unleashed: A Scalable and Effective Solution to Tabular Classification Problems,2025-02-04T17:49:44Z,2025-02-04T17:49:44Z
http://arxiv.org/abs/2405.13396v2,Fine-tuned In-Context Learning Transformers are Excellent Tabular Data Classifiers,2024-05-22T07:13:55Z,2025-01-23T06:15:47Z
http://arxiv.org/abs/2404.12404v4,EPIC: Effective Prompting for Imbalanced-Class Data Synthesis in Tabular Data Classification via Large Language Models,2024-04-15T17:49:16Z,2025-01-14T01:41:21Z
http://arxiv.org/abs/2406.12031v2,Large Scale Transfer Learning for Tabular Data via Language Modeling,2024-06-17T18:58:20Z,2024-11-20T21:20:08Z
http://arxiv.org/abs/2411.10634v1,Drift-Resilient TabPFN: In-Context Learning Temporal Distribution Shifts on Tabular Data,2024-11-15T23:49:23Z,2024-11-15T23:49:23Z
http://arxiv.org/abs/2409.16118v3,TabEBM: A Tabular Data Augmentation Method with Distinct Class-Specific Energy-Based Models,2024-09-24T14:25:59Z,2024-11-06T14:34:16Z
http://arxiv.org/abs/2402.11137v3,TuneTables: Context Optimization for Scalable Prior-Data Fitted Networks,2024-02-17T00:02:23Z,2024-10-21T16:48:06Z
http://arxiv.org/abs/2410.01565v1,Bayes' Power for Explaining In-Context Learning Generalizations,2024-10-02T14:01:34Z,2024-10-02T14:01:34Z
http://arxiv.org/abs/2406.01805v2,TabMDA: Tabular Manifold Data Augmentation for Any Classifier using Transformers with In-context Subsetting,2024-06-03T21:51:13Z,2024-07-29T15:08:17Z
http://arxiv.org/abs/2403.10923v2,Interpretable Machine Learning for TabPFN,2024-03-16T13:35:15Z,2024-07-23T16:10:52Z
http://arxiv.org/abs/2305.02997v4,When Do Neural Nets Outperform Boosted Trees on Tabular Data?,2023-05-04T17:04:41Z,2024-07-15T19:00:47Z
http://arxiv.org/abs/2310.07338v4,From Supervised to Generative: A Novel Paradigm for Tabular Deep Learning with Large Language Models,2023-10-11T09:37:38Z,2024-07-11T04:09:19Z
http://arxiv.org/abs/2312.12112v3,Curated LLM: Synergy of LLMs and Data Curation for tabular augmentation in low-data regimes,2023-12-19T12:34:46Z,2024-06-30T12:48:18Z
http://arxiv.org/abs/2406.17673v1,LaTable: Towards Large Tabular Models,2024-06-25T16:03:50Z,2024-06-25T16:03:50Z
http://arxiv.org/abs/2402.17944v4,"Large Language Models(LLMs) on Tabular Data: Prediction, Generation, and Understanding -- A Survey",2024-02-27T23:59:01Z,2024-06-21T19:59:54Z
http://arxiv.org/abs/2406.05216v1,TabPFGen -- Tabular Data Generation with TabPFN,2024-06-07T18:59:37Z,2024-06-07T18:59:37Z
http://arxiv.org/abs/2406.05207v1,Retrieval & Fine-Tuning for In-Context Tabular Models,2024-06-07T18:43:33Z,2024-06-07T18:43:33Z
http://arxiv.org/abs/2405.01147v2,Why Tabular Foundation Models Should Be a Research Priority,2024-05-02T10:05:16Z,2024-06-02T14:50:49Z
http://arxiv.org/abs/2402.16785v2,CARTE: Pretraining and Transfer for Tabular Learning,2024-02-26T18:00:29Z,2024-05-31T15:03:11Z
http://arxiv.org/abs/2405.16156v1,Mixture of In-Context Prompters for Tabular PFNs,2024-05-25T09:47:59Z,2024-05-25T09:47:59Z
http://arxiv.org/abs/2307.09249v2,UniTabE: A Universal Pretraining Protocol for Tabular Foundation Model in Data Science,2023-07-18T13:28:31Z,2024-03-13T08:20:34Z
http://arxiv.org/abs/2403.01841v2,Making Pre-trained Language Models Great on Tabular Prediction,2024-03-04T08:38:56Z,2024-03-12T07:34:28Z
http://arxiv.org/abs/2402.06971v1,In-Context Data Distillation with TabPFN,2024-02-10T15:23:45Z,2024-02-10T15:23:45Z
http://arxiv.org/abs/2307.04308v2,Towards Cross-Table Masked Pretraining for Web Data Mining,2023-07-10T02:27:38Z,2024-02-01T14:54:00Z
http://arxiv.org/abs/2207.01848v6,TabPFN: A Transformer That Solves Small Tabular Classification Problems in a Second,2022-07-05T07:17:43Z,2023-09-16T09:33:32Z
http://arxiv.org/abs/2305.11097v1,Statistical Foundations of Prior-Data Fitted Networks,2023-05-18T16:34:21Z,2023-05-18T16:34:21Z
http://arxiv.org/abs/2305.06090v1,XTab: Cross-table Pretraining for Tabular Transformers,2023-05-10T12:17:52Z,2023-05-10T12:17:52Z
http://arxiv.org/abs/2210.06280v2,Language Models are Realistic Tabular Data Generators,2022-10-12T15:03:28Z,2023-04-22T10:03:23Z
http://arxiv.org/abs/2210.10723v2,TabLLM: Few-shot Classification of Tabular Data with Large Language Models,2022-10-19T17:08:13Z,2023-03-17T16:36:53Z
http://arxiv.org/abs/2202.13415v5,Conformal prediction beyond exchangeability,2022-02-27T18:18:43Z,2023-03-17T01:33:59Z
http://arxiv.org/abs/2110.01052v5,Learn then Test: Calibrating Predictive Algorithms to Achieve Risk Control,2021-10-03T17:42:03Z,2022-09-29T23:51:57Z
