round,gamma,seconds,macro_f1,tail_f1,f1_benign,f1_bot,f1_brute_force,f1_ddos,f1_dos,f1_infiltration,f1_web_attacks
25,-0.002327906789143496,15.444557428359985,0.7358725991635098,0.508953007420107,0.9928841828728309,0.9911122427946115,0.9156622669447673,0.9812195007286917,0.7344832213379576,0.3415847591311734,0.19416202033453592
26,-0.003449223253512926,15.49404001235962,0.7364278292439523,0.5102253325687133,0.9929632445355716,0.9911122427946115,0.9156622669447673,0.9812176555542184,0.7344756399669694,0.3454017345769923,0.19416202033453592
27,0.034507819330454007,15.573759078979492,0.7351397392728239,0.5072786247880817,0.9927769032724043,0.9910871278724307,0.9156586222131999,0.9812324171443185,0.7344743579156,0.3365867261572783,0.19416202033453592
28,-0.012563444781603313,15.60923719406128,0.7369129638195332,0.5113337188036821,0.993041054493752,0.9910751097421968,0.9156586222131999,0.9812176555542184,0.7344722580645161,0.3487640263343133,0.19416202033453592
29,0.01947409069545819,15.510910749435425,0.7353914449703833,0.5078481316182081,0.9928132884400317,0.9911111650073366,0.9156622669447673,0.9812306425134127,0.7344895220398472,0.33827120951275175,0.19416202033453592
30,-0.029425289458024282,15.316912174224854,0.7383800306671571,0.5146952637027136,0.9932459540125499,0.9910633086371848,0.9156586222131999,0.9812140358794991,0.7344558114567096,0.3588604621364199,0.19416202033453592
31,0.004352041044855461,15.575218439102173,0.7376339590280826,0.5129850564010164,0.993142872742194,0.991063091903428,0.9156586222131999,0.9812176555542184,0.7344633934839162,0.35373005696508525,0.19416202033453592
32,0.03176854898571687,15.48012900352478,0.7350488412572936,0.5070929621310013,0.9927421831427762,0.9911111650073366,0.9156622669447673,0.9812170904167293,0.7344414619037787,0.3360057010511313,0.19416202033453592
33,0.009868980846779361,15.573488712310791,0.7344058680060371,0.5056216188525523,0.9926365444308195,0.9911111650073366,0.9156622669447673,0.9812207808815289,0.7344566272274876,0.33159167121578415,0.19416202033453592
34,-0.020135658728446693,15.449067831039429,0.7358461177953618,0.5088900506289523,0.9928815080343117,0.9910871278724307,0.9156622669447673,0.9812151745433552,0.7344937231582425,0.34142100367989003,0.19416202033453592
35,0.015585167351631566,15.598890781402588,0.7351468899506238,0.5073086991926752,0.9927573801285178,0.9911111650073366,0.9156622669447673,0.9812148919325022,0.734467593070554,0.336652912236153,0.19416202033453592
36,-0.013785273477064992,15.518229961395264,0.7358767828003617,0.5089671374192636,0.9928858049601539,0.9911111650073366,0.9156622669447673,0.981217019772152,0.7344709756676681,0.3416282269159181,0.19416202033453592
37,0.0028343009146813937,15.441740274429321,0.7356346970775887,0.5084254687377061,0.9928500042595901,0.9911111650073366,0.9156622669447673,0.9812093562060652,0.7344448459195788,0.3400032208712457,0.19416202033453592
38,0.0031333191285765768,15.64527177810669,0.7356393469005849,0.5084428371618267,0.9928304477482025,0.9911111650073366,0.9156622669447673,0.9812093562060652,0.7344448459195788,0.34005532614360745,0.19416202033453592
39,0.016735517061434446,15.33661961555481,0.7346828795128978,0.506255532456606,0.9926743709671912,0.9911111650073366,0.9156622669447673,0.9812072282495247,0.7344696930589827,0.3336206896551724,0.19403474270730908
40,-0.012396109613569746,15.50582504272461,0.7353695477376584,0.5078142760663386,0.9927901772316385,0.9911111650073366,0.9156622669447673,0.9812151038914392,0.7344764578967472,0.33816964285714285,0.19416202033453592
41,0.006782081272231992,15.56977367401123,0.7350017540740538,0.5069754828228478,0.9927260970205546,0.9911111650073366,0.9156622669447673,0.9812168078352315,0.7344806582492799,0.3357805407538978,0.19403474270730908
42,-0.001622750284641149,15.386418342590332,0.7351103103555433,0.5072234318488144,0.9927421439130804,0.9911111650073366,0.9156622669447673,0.9812168078352315,0.7344806582492799,0.33652438783179717,0.19403474270730908
43,-0.026716816337579892,15.603361368179321,0.7364724544278359,0.5103233022177827,0.9929743394521023,0.9911111650073366,0.9156622669447673,0.9812170904167293,0.7344835775279043,0.3456967213114754,0.19416202033453592
44,0.0037467747653055373,15.459340572357178,0.7363290831965841,0.5100027359715923,0.9929324395719104,0.9911111650073366,0.9156622669447673,0.9812170904167293,0.7344835775279043,0.3447350225729044,0.19416202033453592
45,0.011640498635967602,15.419755697250366,0.7356141712984682,0.5083605775414285,0.9928262894772399,0.9911111650073366,0.9156659117053502,0.981218935645659,0.7345063296367429,0.3398085472824128,0.19416202033453592
46,0.0011009657461539767,15.610518217086792,0.7355589069395696,0.508229008371926,0.9928189776177792,0.9911111650073366,0.9156659117053502,0.981218935645659,0.7345214984924208,0.3395411174011322,0.19403474270730908
47,-0.009981558886307904,15.28087043762207,0.7359347465029147,0.5090925405733916,0.9928744268124757,0.9911111650073366,0.9156659117053502,0.981218935645659,0.7345063296367429,0.3420044363783021,0.19416202033453592
48,0.02725053480492288,15.50556468963623,0.7349615911935233,0.5055374210727802,0.9926995961036822,0.9911111650073366,0.9156659117053502,0.9812071575661266,0.738546209761163,0.3314663555036951,0.19403474270730908
49,-0.02032111659654993,15.460959672927856,0.7361069411205703,0.5094924381595333,0.9928993611586749,0.9911111650073366,0.9156659117053502,0.9812093562060652,0.734496644295302,0.34320412913672704,0.19416202033453592
50,-0.00019478725348827185,15.187600135803223,0.7361211250107466,0.5095248655100486,0.9929013663383628,0.9911111650073366,0.9156659117053502,0.9812093562060652,0.734496644295302,0.3433014111882732,0.19416202033453592
