arm,target,key,variant,class,ctx_rows,ctx_frac,support,f1,precision,recall,global_f1,delta_f1,macro_f1
contrastive,ransomware,contrastive:ransomware,prior_b0.5,dos,500,0.025,22458,0.9386598285984209,0.9484522023728351,0.929067592839968,0.9831090114983511,-0.04444918289993016,0.7006281011664189
contrastive,ransomware,contrastive:ransomware,prior_b0.5,injection,500,0.025,68891,0.9219278746088606,0.8998106767270566,0.9451597451045856,0.9315305555360145,-0.009602680927153884,0.7006281011664189
contrastive,ransomware,contrastive:ransomware,prior_b0.5,mitm,500,0.025,1161,0.28091123330714846,0.17179093005380477,0.7700258397932817,0.06737937379056562,0.21353185951658282,0.7006281011664189
contrastive,ransomware,contrastive:ransomware,prior_b0.5,password,500,0.025,210951,0.8812824412130658,0.7894997579292252,0.9972126228365829,0.8909104384376754,-0.009627997224609608,0.7006281011664189
contrastive,ransomware,contrastive:ransomware,prior_b0.5,ransomware,2000,0.1,709,0.20922208281053953,0.11769895888477148,0.9407616361071932,0.1396551724137931,0.06956691039674642,0.7006281011664189
contrastive,ransomware,contrastive:ransomware,prior_b0.5,scanning,500,0.025,6029,0.00792995208987279,1.0,0.003980759661635429,0.13841678150359824,-0.13048682941372544,0.7006281011664189
contrastive,ransomware,contrastive:ransomware,prior_b0.5,xss,500,0.025,343854,0.861327733047354,0.7683830991568735,0.9798519138936874,0.8069904524044945,0.054337280642859476,0.7006281011664189
contrastive,ransomware,contrastive:ransomware,prior_b1.0,backdoor,500,0.025,40030,0.9816236904732697,0.9643752410335519,0.9995003747189608,0.9987389659520807,-0.017115275478810976,0.7134775864174333
contrastive,ransomware,contrastive:ransomware,prior_b1.0,benign,14000,0.7,1474302,0.9158147212653182,0.9941003137286049,0.8489590328168856,0.9119074559634021,0.003907265301916096,0.7134775864174333
contrastive,ransomware,contrastive:ransomware,prior_b1.0,ddos,500,0.025,103338,0.9575608950930227,0.9339140993680259,0.982436277071358,0.9687004211144844,-0.011139526021461732,0.7134775864174333
contrastive,ransomware,contrastive:ransomware,prior_b1.0,dos,500,0.025,22458,0.9530600118835413,0.9789671361502348,0.928488734526672,0.9831090114983511,-0.03004899961480978,0.7134775864174333
contrastive,ransomware,contrastive:ransomware,prior_b1.0,injection,500,0.025,68891,0.8954682779456193,0.909352130382077,0.8820020031644191,0.9315305555360145,-0.03606227759039515,0.7134775864174333
contrastive,ransomware,contrastive:ransomware,prior_b1.0,mitm,500,0.025,1161,0.6801656695812242,0.7302371541501976,0.6365202411714039,0.06737937379056562,0.6127862957906586,0.7134775864174333
contrastive,ransomware,contrastive:ransomware,prior_b1.0,password,500,0.025,210951,0.8231849246742273,0.700727617842455,0.9975065299524534,0.8909104384376754,-0.06772551376344804,0.7134775864174333
contrastive,ransomware,contrastive:ransomware,prior_b1.0,ransomware,2000,0.1,709,0.09325101128379817,0.05491474423269809,0.30888575458392104,0.1396551724137931,-0.04640416112999493,0.7134775864174333
contrastive,ransomware,contrastive:ransomware,prior_b1.0,scanning,500,0.025,6029,0.0013260401127134097,1.0,0.0006634599436059048,0.13841678150359824,-0.1370907413908848,0.7134775864174333
contrastive,ransomware,contrastive:ransomware,prior_b1.0,xss,500,0.025,343854,0.8333206218615992,0.7221016501087281,0.9850372541834616,0.8069904524044945,0.026330169457104646,0.7134775864174333
enriched30,scanning,enriched30:scanning,raw,backdoor,1556,0.0778,40030,0.9986272307500312,0.9977556109725686,0.9995003747189608,0.9987389659520807,-0.00011173520204943443,0.6681374322167349
enriched30,scanning,enriched30:scanning,raw,benign,1556,0.0778,1474302,0.8800484246237997,0.9997221908272933,0.7859631201748353,0.9119074559634021,-0.03185903133960233,0.6681374322167349
enriched30,scanning,enriched30:scanning,raw,ddos,1556,0.0778,103338,0.9733420057334201,0.9692372645537676,0.977481662118485,0.9687004211144844,0.004641584618935712,0.6681374322167349
enriched30,scanning,enriched30:scanning,raw,dos,1556,0.0778,22458,0.9605458452404687,0.9557818630692589,0.9653575563273666,0.9831090114983511,-0.02256316625788235,0.6681374322167349
enriched30,scanning,enriched30:scanning,raw,injection,1556,0.0778,68891,0.8712129153999371,0.7939999761145546,0.9650607481383635,0.9315305555360145,-0.06031764013607743,0.6681374322167349
enriched30,scanning,enriched30:scanning,raw,mitm,1555,0.07775,1161,0.021670632718516915,0.010954943989045056,0.9922480620155039,0.06737937379056562,-0.045708741072048704,0.6681374322167349
enriched30,scanning,enriched30:scanning,raw,password,1555,0.07775,210951,0.8909995669194385,0.8068267888793624,0.9947807784746221,0.8909104384376754,8.912848176312327e-05,0.6681374322167349
enriched30,scanning,enriched30:scanning,raw,ransomware,1555,0.07775,709,0.07924709267473924,0.04138233268640831,0.9322990126939351,0.1396551724137931,-0.06040807973905386,0.6681374322167349
enriched30,scanning,enriched30:scanning,raw,scanning,6000,0.3,6029,0.18357278730610413,0.10122458725610588,0.9844086913252612,0.13841678150359824,0.045156005802505894,0.6681374322167349
enriched30,scanning,enriched30:scanning,raw,xss,1555,0.07775,343854,0.8221078208008941,0.7459372371554145,0.9156037155304286,0.8069904524044945,0.015117368396399544,0.6681374322167349
enriched30,scanning,enriched30:scanning,prior_b0.5,backdoor,1556,0.0778,40030,0.9989763052108561,0.9984527849870234,0.9995003747189608,0.9987389659520807,0.0002373392587754486,0.7558744131290723
enriched30,scanning,enriched30:scanning,prior_b0.5,benign,1556,0.0778,1474302,0.9306399358912086,0.9951727797296911,0.8739667992039623,0.9119074559634021,0.018732479927806578,0.7558744131290723
enriched30,scanning,enriched30:scanning,prior_b0.5,ddos,1556,0.0778,103338,0.9695547216711681,0.9580188367325732,0.9813718090150767,0.9687004211144844,0.0008543005566836737,0.7558744131290723
enriched30,scanning,enriched30:scanning,prior_b0.5,dos,1556,0.0778,22458,0.9775492793318665,0.9858268429632313,0.9694095645204381,0.9831090114983511,-0.005559732166484532,0.7558744131290723
enriched30,scanning,enriched30:scanning,prior_b0.5,injection,1556,0.0778,68891,0.8963486295540816,0.8381946111188308,0.9631737091927828,0.9315305555360145,-0.03518192598193293,0.7558744131290723
enriched30,scanning,enriched30:scanning,prior_b0.5,mitm,1555,0.07775,1161,0.34948285247686445,0.22137931034482758,0.8294573643410853,0.06737937379056562,0.2821034786862988,0.7558744131290723
enriched30,scanning,enriched30:scanning,prior_b0.5,password,1555,0.07775,210951,0.8904039333700674,0.8051581202641535,0.9958378960042854,0.8909104384376754,-0.0005065050676079652,0.7558744131290723
enriched30,scanning,enriched30:scanning,prior_b0.5,ransomware,1555,0.07775,709,0.13768192924678635,0.0744485294117647,0.9139633286318759,0.1396551724137931,-0.001973243167006755,0.7558744131290723
enriched30,scanning,enriched30:scanning,prior_b0.5,scanning,6000,0.3,6029,0.5532602838153404,0.6033300685602351,0.5108641565765467,0.13841678150359824,0.41484350231174216,0.7558744131290723
enriched30,scanning,enriched30:scanning,prior_b0.5,xss,1555,0.07775,343854,0.854846260722484,0.7534909415225697,0.9877069919209898,0.8069904524044945,0.04785580831798952,0.7558744131290723
enriched30,scanning,enriched30:scanning,prior_b1.0,backdoor,1556,0.0778,40030,0.9176179194486324,0.9949208943896316,0.8514614039470397,0.9987389659520807,-0.08112104650344831,0.6941530340319986
enriched30,scanning,enriched30:scanning,prior_b1.0,benign,1556,0.0778,1474302,0.9316485049852886,0.9847136067939526,0.8840101960114006,0.9119074559634021,0.01974104902188656,0.6941530340319986
enriched30,scanning,enriched30:scanning,prior_b1.0,ddos,1556,0.0778,103338,0.9785568659960767,0.9747841868236333,0.9823588612127194,0.9687004211144844,0.009856444881592319,0.6941530340319986
enriched30,scanning,enriched30:scanning,prior_b1.0,dos,1556,0.0778,22458,0.9613415140471467,0.9972722052067381,0.9279098762133761,0.9831090114983511,-0.02176749745120432,0.6941530340319986
enriched30,scanning,enriched30:scanning,prior_b1.0,injection,1556,0.0778,68891,0.9201622110003712,0.8890588203448556,0.9535207792019277,0.9315305555360145,-0.011368344535643282,0.6941530340319986
enriched30,scanning,enriched30:scanning,prior_b1.0,mitm,1555,0.07775,1161,0.4665367121507472,0.9497354497354498,0.30921619293712316,0.06737937379056562,0.3991573383601816,0.6941530340319986
enriched30,scanning,enriched30:scanning,prior_b1.0,password,1555,0.07775,210951,0.8904070112390026,0.805067113193883,0.9959848495622207,0.8909104384376754,-0.0005034271986728012,0.6941530340319986
enriched30,scanning,enriched30:scanning,prior_b1.0,ransomware,1555,0.07775,709,0.02265451859147993,0.013723150357995227,0.06488011283497884,0.1396551724137931,-0.11700065382231317,0.6941530340319986
enriched30,scanning,enriched30:scanning,prior_b1.0,scanning,6000,0.3,6029,0.0,0.0,0.0,0.13841678150359824,-0.13841678150359824,0.6941530340319986
