arm,target,key,variant,eval_target,target_f1,target_precision,target_recall,global_target_f1,delta_target_f1,H_all,D_all,H_ratio_all,H_target,D_target,H_ratio_target,macro_f1
pow0.25,,pow0.25,prior_b1.0,injection,0.9477247298426502,0.9252381676645051,0.9713315237113701,0.9315305555360145,0.016194174306635722,84239,18715,0.8182197874779028,4698,3550,0.5695926285160039,0.7307807189498993
pow0.75,,pow0.75,raw,mitm,0.03799631278384819,0.01950735277142923,0.7278208440999139,0.06737937379056562,-0.029383061006717427,46559,44573,0.5108962823157618,779,15220,0.048690543158947434,0.6850110538084306
pow0.75,,pow0.75,raw,ransomware,0.12718030499352137,0.06842556842556842,0.8998589562764457,0.1396551724137931,-0.012474867420271735,46559,44573,0.5108962823157618,39,406,0.08764044943820225,0.6850110538084306
pow0.75,,pow0.75,raw,scanning,0.18233558178752107,0.2500722752240532,0.1434732128047769,0.13841678150359824,0.04391880028392284,46559,44573,0.5108962823157618,783,2928,0.21099434114793855,0.6850110538084306
pow0.75,,pow0.75,raw,injection,0.9191964712469445,0.867810682928716,0.9770507032848993,0.9315305555360145,-0.012334084289070013,46559,44573,0.5108962823157618,2963,5553,0.34793330201972755,0.6850110538084306
pow0.75,,pow0.75,prior_b0.5,mitm,0.035146246916480675,0.018065887353878853,0.6442721791559001,0.06737937379056562,-0.032233126874084944,50393,39206,0.5624281520999118,1722,14320,0.10734322403690313,0.6778500743072976
pow0.75,,pow0.75,prior_b0.5,ransomware,0.20050520997789706,0.11288888888888889,0.8956276445698167,0.1396551724137931,0.060850037564103954,50393,39206,0.5624281520999118,3151,63,0.9803982576228998,0.6778500743072976
pow0.75,,pow0.75,prior_b0.5,scanning,0.020952692748403993,0.8,0.010615359097694477,0.13841678150359824,-0.11746408875519423,50393,39206,0.5624281520999118,37,414,0.082039911308204,0.6778500743072976
pow0.75,,pow0.75,prior_b0.5,injection,0.9272726015174885,0.8856255780155899,0.9730298587623928,0.9315305555360145,-0.004257954018526022,50393,39206,0.5624281520999118,3538,4970,0.4158439116125999,0.6778500743072976
pow0.75,,pow0.75,prior_b1.0,mitm,0.085,0.04565509303663917,0.6149870801033591,0.06737937379056562,0.017620626209434387,65291,26168,0.7138827234061164,16425,3192,0.8372839883774278,0.6838287472540211
pow0.75,,pow0.75,prior_b1.0,ransomware,0.20217678100263853,0.11447245564892623,0.8645980253878702,0.1396551724137931,0.06252160858884542,65291,26168,0.7138827234061164,3197,40,0.9876428792091443,0.6838287472540211
pow0.75,,pow0.75,prior_b1.0,scanning,0.000994530084535057,0.75,0.0004975949577044286,0.13841678150359824,-0.13742225141906317,65291,26168,0.7138827234061164,28,451,0.05845511482254697,0.6838287472540211
pow0.75,,pow0.75,prior_b1.0,injection,0.9372930362155993,0.905244225672094,0.9716944158162895,0.9315305555360145,0.005762480679584847,65291,26168,0.7138827234061164,3782,3763,0.5012591119946985,0.6838287472540211
sqrt_natural_draw,,sqrt_natural_s43,raw,mitm,0.043223667191872636,0.02221846138968135,0.7915590008613265,0.06737937379056562,-0.024155706598692983,62280,37013,0.6272345482561711,1584,13803,0.10294404367323065,0.7475513414257149
sqrt_natural_draw,,sqrt_natural_s43,raw,ransomware,0.1249384175780865,0.06716101694915254,0.8942172073342737,0.1396551724137931,-0.0147167548357066,62280,37013,0.6272345482561711,23,597,0.037096774193548385,0.7475513414257149
sqrt_natural_draw,,sqrt_natural_s43,raw,scanning,0.7960608088727412,0.9397291196388262,0.6904959363078454,0.13841678150359824,0.657644027369143,62280,37013,0.6272345482561711,3784,276,0.9320197044334976,0.7475513414257149
sqrt_natural_draw,,sqrt_natural_s43,raw,injection,0.8930104271779348,0.8321694103486754,0.9634495071925215,0.9315305555360145,-0.03852012835807972,62280,37013,0.6272345482561711,1373,8096,0.14499947196113633,0.7475513414257149
sqrt_natural_draw,,sqrt_natural_s43,prior_b0.5,mitm,0.22671252507881914,0.13598074608904934,0.6813092161929372,0.06737937379056562,0.15933315128825354,81793,21402,0.7926062309220407,23337,422,0.9822383096931689,0.7233575566901289
sqrt_natural_draw,,sqrt_natural_s43,prior_b0.5,ransomware,0.13740458015267176,0.0744592837726037,0.8885754583921015,0.1396551724137931,-0.0022505922611213425,81793,21402,0.7926062309220407,112,29,0.7943262411347518,0.7233575566901289
sqrt_natural_draw,,sqrt_natural_s43,prior_b0.5,scanning,0.3194425087108014,1.0,0.19008127384309173,0.13841678150359824,0.18102572720720314,81793,21402,0.7926062309220407,1094,375,0.7447243022464262,0.7233575566901289
sqrt_natural_draw,,sqrt_natural_s43,prior_b0.5,injection,0.9073873528081262,0.8595712078122768,0.9608366840371021,0.9315305555360145,-0.02414320272788828,81793,21402,0.7926062309220407,1509,6642,0.18513065881486934,0.7233575566901289
sqrt_natural_draw,,sqrt_natural_s43,prior_b1.0,mitm,0.3734592184631524,0.2684766214177979,0.6132644272179156,0.06737937379056562,0.30607984467258675,87445,19963,0.8141386116490392,26282,350,0.9868579152898769,0.7146127390527139
sqrt_natural_draw,,sqrt_natural_s43,prior_b1.0,ransomware,0.20883534136546184,0.11847351433453579,0.8801128349788434,0.1396551724137931,0.06918016895166873,87445,19963,0.8141386116490392,3270,25,0.992412746585736,0.7146127390527139
sqrt_natural_draw,,sqrt_natural_s43,prior_b1.0,scanning,0.0,0.0,0.0,0.13841678150359824,-0.13841678150359824,87445,19963,0.8141386116490392,28,452,0.058333333333333334,0.7146127390527139
sqrt_natural_draw,,sqrt_natural_s43,prior_b1.0,injection,0.9198461538461539,0.88746306116666,0.9546820339376697,0.9315305555360145,-0.011684401689860624,87445,19963,0.8141386116490392,2030,5599,0.2660899200419452,0.7146127390527139
sqrt_natural_draw,,sqrt_natural_s44,raw,mitm,0.04345483928892081,0.022308773708833628,0.8337639965546942,0.06737937379056562,-0.023924534501644806,50750,36100,0.5843408175014393,625,14787,0.04055281598754217,0.737606037630089
sqrt_natural_draw,,sqrt_natural_s44,raw,ransomware,0.08622754491017964,0.04513064133016627,0.9647390691114246,0.1396551724137931,-0.05342762750361346,50750,36100,0.5843408175014393,49,5275,0.009203606311044327,0.737606037630089
sqrt_natural_draw,,sqrt_natural_s44,raw,scanning,0.7303199593702387,0.9420859538784067,0.596284624315807,0.13841678150359824,0.5919031778666405,50750,36100,0.5843408175014393,3205,178,0.947383978717115,0.737606037630089
sqrt_natural_draw,,sqrt_natural_s44,raw,injection,0.8997238127315594,0.8394022046531505,0.9693864220290024,0.9315305555360145,-0.03180674280445506,50750,36100,0.5843408175014393,2024,7141,0.22084015275504637,0.737606037630089
sqrt_natural_draw,,sqrt_natural_s44,prior_b0.5,mitm,0.2616883116883117,0.16123224644928985,0.694229112833764,0.06737937379056562,0.19430893789774606,78168,15041,0.8386314626269995,24548,742,0.9706603400553578,0.7093315714997108
sqrt_natural_draw,,sqrt_natural_s44,prior_b0.5,ransomware,0.19861003861003862,0.11151578217134929,0.9069111424541608,0.1396551724137931,0.058954866196245514,78168,15041,0.8386314626269995,3114,80,0.9749530369442705,0.7093315714997108
sqrt_natural_draw,,sqrt_natural_s44,prior_b0.5,scanning,0.07419200764209521,0.9246031746031746,0.038646541715043954,0.13841678150359824,-0.06422477386150302,78168,15041,0.8386314626269995,137,341,0.28661087866108786,0.7093315714997108
sqrt_natural_draw,,sqrt_natural_s44,prior_b0.5,injection,0.9095599434663886,0.8623915277831987,0.9621866426674022,0.9315305555360145,-0.021970612069625917,78168,15041,0.8386314626269995,2732,6470,0.29689198000434686,0.7093315714997108
sqrt_natural_draw,,sqrt_natural_s44,prior_b1.0,mitm,0.3786680275580505,0.26903553299492383,0.6391042204995694,0.06737937379056562,0.3112886537674849,83957,13694,0.8597659010148385,26398,320,0.9880230556179355,0.7159376694559064
sqrt_natural_draw,,sqrt_natural_s44,prior_b1.0,ransomware,0.20618217691548832,0.11669458403126745,0.8843441466854725,0.1396551724137931,0.06652700450169521,83957,13694,0.8597659010148385,3178,27,0.9915756630265211,0.7159376694559064
sqrt_natural_draw,,sqrt_natural_s44,prior_b1.0,scanning,0.0016572754391779914,1.0,0.000829324929507381,0.13841678150359824,-0.13675950606442025,83957,13694,0.8597659010148385,17,447,0.036637931034482756,0.7159376694559064
sqrt_natural_draw,,sqrt_natural_s44,prior_b1.0,injection,0.9251602305354122,0.8957993474714518,0.9565110101464632,0.9315305555360145,-0.006370325000602306,83957,13694,0.8597659010148385,3388,5066,0.40075703808847885,0.7159376694559064
sqrt_natural_big,,sqrt_natural_40k,raw,mitm,0.04295427710598103,0.021997039261066283,0.9086993970714901,0.06737937379056562,-0.02442509668458459,54898,42220,0.565271113490805,564,17077,0.03197097670200102,0.7312844647172685
sqrt_natural_big,,sqrt_natural_40k,raw,ransomware,0.1356873636183297,0.0729755681211992,0.9647390691114246,0.1396551724137931,-0.003967808795463407,54898,42220,0.565271113490805,48,386,0.11059907834101383,0.7312844647172685
sqrt_natural_big,,sqrt_natural_40k,raw,scanning,0.6104387853589724,0.5525537634408603,0.6818709570409687,0.13841678150359824,0.4720220038553742,54898,42220,0.565271113490805,3855,3465,0.5266393442622951,0.7312844647172685
sqrt_natural_big,,sqrt_natural_40k,raw,injection,0.9200694042799306,0.8659604990137562,0.9813908928597349,0.9315305555360145,-0.011461151256083935,54898,42220,0.565271113490805,3252,5728,0.3621380846325167,0.7312844647172685
sqrt_natural_big,,sqrt_natural_40k,prior_b0.5,mitm,0.1821337417049515,0.10331248552235349,0.768303186907838,0.06737937379056562,0.11475436791438588,78385,21664,0.783466101610211,22942,2154,0.9141695887790883,0.7110325312122316
sqrt_natural_big,,sqrt_natural_40k,prior_b0.5,ransomware,0.14046680166258127,0.07597417569748674,0.9294781382228491,0.1396551724137931,0.0008116292487881649,78385,21664,0.783466101610211,104,179,0.3674911660777385,0.7110325312122316
sqrt_natural_big,,sqrt_natural_40k,prior_b0.5,scanning,0.21129056156467624,0.9902777777777778,0.11826173494775252,0.13841678150359824,0.072873780061078,78385,21664,0.783466101610211,613,327,0.652127659574468,0.7110325312122316
sqrt_natural_big,,sqrt_natural_40k,prior_b0.5,injection,0.9335572612322511,0.8943792135952023,0.9763249190750606,0.9315305555360145,0.0020267056962366414,78385,21664,0.783466101610211,3674,4163,0.4688018374377951,0.7110325312122316
sqrt_natural_big,,sqrt_natural_40k,prior_b1.0,mitm,0.39916296102537274,0.2866265965439519,0.657192075796727,0.06737937379056562,0.3317835872348071,86790,18433,0.8248196687036105,26631,299,0.9888971407352395,0.7209039536367099
sqrt_natural_big,,sqrt_natural_40k,prior_b1.0,ransomware,0.2066859530697525,0.11663341193542535,0.9069111424541608,0.1396551724137931,0.06703078065595938,86790,18433,0.8248196687036105,3230,181,0.9469363822925828,0.7209039536367099
sqrt_natural_big,,sqrt_natural_40k,prior_b1.0,scanning,0.0059533653051099715,1.0,0.0029855697462265714,0.13841678150359824,-0.13246341619848825,86790,18433,0.8248196687036105,34,439,0.07188160676532769,0.7209039536367099
sqrt_natural_big,,sqrt_natural_40k,prior_b1.0,injection,0.9411748181026491,0.9116834700736084,0.9726379352890798,0.9315305555360145,0.009644262566634643,86790,18433,0.8248196687036105,3992,3423,0.5383681726230614,0.7209039536367099
hardneg,scanning,hardneg:scanning,raw,scanning,0.5780821917808219,0.46276542717575514,0.7699452645546525,0.13841678150359824,0.4396654102772236,59359,37086,0.6154699569702939,4197,3149,0.5713313367819222,0.7190535069973786
hardneg,scanning,hardneg:scanning,prior_b0.5,scanning,0.5532994923857868,0.9086775293671845,0.39774423619173993,0.13841678150359824,0.41488271088218853,78951,29929,0.7251193975018368,2236,403,0.8472906403940886,0.7452398303829513
hardneg,scanning,hardneg:scanning,prior_b1.0,scanning,0.009902624195411784,1.0,0.004975949577044286,0.13841678150359824,-0.12851415730818644,80777,51586,0.6102687306875788,17,427,0.038288288288288286,0.7020925249950392
hardneg,mitm,hardneg:mitm,raw,mitm,0.03905248555725298,0.0199326019932602,0.9577950043066322,0.06737937379056562,-0.02832688823331264,52229,35435,0.5957861836101478,384,21086,0.017885421518397764,0.727164483130402
hardneg,mitm,hardneg:mitm,prior_b0.5,mitm,0.39313704723575515,0.2606741573033708,0.7993109388458226,0.06737937379056562,0.3257576734451895,65568,28687,0.6956447933796616,18941,231,0.9879511788024202,0.7413627592745917
hardneg,mitm,hardneg:mitm,prior_b1.0,mitm,0.7073052733430092,0.8068432671081678,0.6296296296296297,0.06737937379056562,0.6399258995524436,38933,70581,0.3555070584582793,3509,331,0.9138020833333333,0.7248094646682562
hardneg,ransomware,hardneg:ransomware,raw,ransomware,0.1308083140877598,0.06998813760379596,0.998589562764457,0.1396551724137931,-0.008846858326033297,48408,32323,0.5996209634465075,75,1402,0.05077860528097495,0.7269769486308691
hardneg,ransomware,hardneg:ransomware,prior_b0.5,ransomware,0.14365232284307428,0.07772500868759412,0.9464033850493653,0.1396551724137931,0.003997150429281171,71854,20467,0.7783061275332807,57,76,0.42857142857142855,0.7188829511519799
hardneg,ransomware,hardneg:ransomware,prior_b1.0,ransomware,0.17538298996302165,0.10020120724346077,0.7023977433004231,0.1396551724137931,0.03572781754922855,74127,46462,0.6147078091699907,3212,153,0.9545319465081724,0.6986816838651854
