Class_ID,Class_Name,Expert_ID,Expert_Name,S_P,S_R,S_F1,S_Conf,S_Ent,S_Eng,T_P,T_R,T_F1,T_Conf,T_Ent,T_Eng
9,dos-attacks-slowhttptest,1,Spec_Group1,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-6.98
9,dos-attacks-slowhttptest,2,Spec_Group2,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.04
9,dos-attacks-slowhttptest,3,Spec_Group3,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.73,0.22,-1.73
9,dos-attacks-slowhttptest,4,Spec_Group4,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.41
9,dos-attacks-slowhttptest,5,Spec_Rand1,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-7.29
9,dos-attacks-slowhttptest,6,Spec_Rand2,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-7.38
9,dos-attacks-slowhttptest,7,Spec_Rand3,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-7.69
9,dos-attacks-slowhttptest,8,Spec_Rand4,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.78,0.20,-3.26
9,dos-attacks-slowhttptest,9,Spec_Rand5,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-6.53
10,dos-attacks-slowloris,0,Global_Router,1.00,1.00,1.00,1.00,0.00,-7.25,1.00,1.00,1.00,1.00,0.00,-7.25
10,dos-attacks-slowloris,1,Spec_Group1,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-6.50
10,dos-attacks-slowloris,2,Spec_Group2,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-5.33
10,dos-attacks-slowloris,3,Spec_Group3,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.14
10,dos-attacks-slowloris,4,Spec_Group4,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.39
10,dos-attacks-slowloris,5,Spec_Rand1,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-6.77
10,dos-attacks-slowloris,6,Spec_Rand2,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-6.95
10,dos-attacks-slowloris,7,Spec_Rand3,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-7.26
10,dos-attacks-slowloris,8,Spec_Rand4,-,-,-,-,-,-,0.28,1.00,0.44,1.00,0.00,-6.88
10,dos-attacks-slowloris,9,Spec_Rand5,-,-,-,-,-,-,0.28,1.00,0.44,1.00,0.00,-6.06
11,ftp-bruteforce,0,Global_Router,1.00,1.00,1.00,1.00,0.00,-7.19,1.00,1.00,1.00,1.00,0.00,-7.19
11,ftp-bruteforce,1,Spec_Group1,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-7.01
11,ftp-bruteforce,2,Spec_Group2,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-5.34
11,ftp-bruteforce,3,Spec_Group3,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.07
11,ftp-bruteforce,4,Spec_Group4,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.41
11,ftp-bruteforce,5,Spec_Rand1,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.96,0.03,-5.37
11,ftp-bruteforce,6,Spec_Rand2,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-6.91
11,ftp-bruteforce,7,Spec_Rand3,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-7.21
11,ftp-bruteforce,8,Spec_Rand4,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-6.75
11,ftp-bruteforce,9,Spec_Rand5,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-6.47
12,infilteration,0,Global_Router,0.89,0.11,0.20,0.78,0.20,-3.91,0.89,0.11,0.20,0.78,0.20,-3.91
12,infilteration,1,Spec_Group1,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-7.01
12,infilteration,2,Spec_Group2,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.16
12,infilteration,3,Spec_Group3,-,-,-,-,-,-,0.89,0.11,0.19,0.78,0.19,-2.00
12,infilteration,4,Spec_Group4,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.40
12,infilteration,5,Spec_Rand1,-,-,-,-,-,-,0.90,0.11,0.20,0.78,0.20,-3.45
12,infilteration,6,Spec_Rand2,-,-,-,-,-,-,0.89,0.11,0.20,0.78,0.20,-3.55
12,infilteration,7,Spec_Rand3,-,-,-,-,-,-,0.89,0.11,0.20,0.78,0.20,-3.92
12,infilteration,8,Spec_Rand4,-,-,-,-,-,-,0.89,0.11,0.19,0.78,0.20,-3.51
12,infilteration,9,Spec_Rand5,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.57
13,sql-injection,0,Global_Router,1.00,0.35,0.52,0.83,0.15,-6.11,1.00,0.35,0.52,0.83,0.15,-6.11
13,sql-injection,1,Spec_Group1,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.75
13,sql-injection,2,Spec_Group2,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.17
13,sql-injection,3,Spec_Group3,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.17
13,sql-injection,4,Spec_Group4,-,-,-,-,-,-,1.00,0.47,0.64,0.82,0.17,-2.99
13,sql-injection,5,Spec_Rand1,-,-,-,-,-,-,0.00(NA),0.00,0.00,0.97,0.04,-5.21
13,sql-injection,6,Spec_Rand2,-,-,-,-,-,-,1.00,0.29,0.45,0.81,0.15,-6.01
13,sql-injection,7,Spec_Rand3,-,-,-,-,-,-,1.00,0.24,0.38,0.79,0.16,-5.99
13,sql-injection,8,Spec_Rand4,-,-,-,-,-,-,0.42,0.47,0.44,0.83,0.14,-5.56
13,sql-injection,9,Spec_Rand5,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.61
14,ssh-bruteforce,0,Global_Router,1.00,1.00,1.00,1.00,0.00,-7.67,1.00,1.00,1.00,1.00,0.00,-7.67
14,ssh-bruteforce,1,Spec_Group1,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.76
14,ssh-bruteforce,2,Spec_Group2,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-6.08
14,ssh-bruteforce,3,Spec_Group3,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-5.56
14,ssh-bruteforce,4,Spec_Group4,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-6.41
14,ssh-bruteforce,5,Spec_Rand1,-,-,-,-,-,-,0.50,1.00,0.67,1.00,0.00,-7.25
14,ssh-bruteforce,6,Spec_Rand2,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-7.35
14,ssh-bruteforce,7,Spec_Rand3,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-7.67
14,ssh-bruteforce,8,Spec_Rand4,-,-,-,-,-,-,1.00,1.00,1.00,1.00,0.00,-7.27
14,ssh-bruteforce,9,Spec_Rand5,-,-,-,-,-,-,0.00(NA),0.00,0.00,1.00,0.00,-5.98
